Folder,Label
sample1180,1
sample7067,1
sample_diff10317,0
sample_diff1947,0
sample7305,1
sample3318,1
sample4005,1
sample_diff9705,0
sample706,1
sample5142,1
sample_diff6159,0
sample8431,1
sample_diff8033,0
sample_diff1097,0
sample_diff9534,0
sample_diff7948,0
sample_diff2744,0
sample_diff9957,0
sample_diff6558,0
sample_diff7033,0
sample_diff5817,0
sample8489,1
sample1680,1
sample2378,1
sample998,1
sample_diff3365,0
sample_diff10490,0
sample5275,1
sample_diff8393,0
sample6105,1
sample_diff11081,0
sample_diff10472,0
sample_diff4734,0
sample_diff6269,0
sample248,1
sample5068,1
sample677,1
sample7994,1
sample5713,1
sample9621,1
sample_diff3886,0
sample6436,1
sample6816,1
sample_diff3018,0
sample4264,1
sample_diff361,0
sample_diff5902,0
sample2388,1
sample9578,1
sample_diff8900,0
sample_diff8616,0
sample8766,1
sample6946,1
sample5594,1
sample7619,1
sample8459,1
sample6229,1
sample147,1
sample2706,1
sample7799,1
sample_diff6088,0
sample9527,1
sample_diff1717,0
sample_diff779,0
sample4424,1
sample1389,1
sample5144,1
sample487,1
sample_diff3023,0
sample8429,1
sample_diff869,0
sample8585,1
sample3889,1
sample4642,1
sample8943,1
sample378,1
sample6598,1
sample_diff326,0
sample36,1
sample9043,1
sample_diff3776,0
sample2346,1
sample3198,1
sample_diff5232,0
sample1021,1
sample_diff6437,0
sample6167,1
sample5140,1
sample9680,1
sample763,1
sample4863,1
sample1165,1
sample3979,1
sample_diff10379,0
sample_diff9781,0
sample_diff132,0
sample_diff3597,0
sample_diff11093,0
sample_diff1603,0
sample_diff9373,0
sample_diff1094,0
sample_diff7355,0
sample8524,1
sample_diff7685,0
sample3757,1
sample4017,1
sample3996,1
sample_diff6616,0
sample7255,1
sample8568,1
sample4691,1
sample_diff5258,0
sample_diff9221,0
sample_diff9433,0
sample6043,1
sample866,1
sample_diff2079,0
sample2273,1
sample_diff5487,0
sample3236,1
sample_diff8784,0
sample_diff1605,0
sample8142,1
sample4153,1
sample_diff5967,0
sample_diff10845,0
sample177,1
sample6495,1
sample8712,1
sample6254,1
sample6514,1
sample_diff9671,0
sample_diff7404,0
sample_diff2071,0
sample_diff1898,0
sample_diff10834,0
sample_diff8943,0
sample_diff10322,0
sample_diff6817,0
sample6388,1
sample_diff9910,0
sample_diff3554,0
sample9446,1
sample8252,1
sample_diff6007,0
sample_diff9120,0
sample_diff5010,0
sample2547,1
sample4679,1
sample_diff424,0
sample59,1
sample3911,1
sample6251,1
sample8336,1
sample2196,1
sample_diff9971,0
sample2322,1
sample5931,1
sample_diff1259,0
sample_diff3821,0
sample1115,1
sample_diff9257,0
sample_diff4624,0
sample6576,1
sample_diff2256,0
sample_diff11057,0
sample_diff339,0
sample4745,1
sample4677,1
sample3644,1
sample6325,1
sample_diff8832,0
sample_diff8034,0
sample_diff4239,0
sample_diff6810,0
sample1447,1
sample5575,1
sample1580,1
sample2245,1
sample_diff10810,0
sample_diff5644,0
sample_diff4741,0
sample_diff7261,0
sample_diff4134,0
sample_diff8823,0
sample_diff11315,0
sample_diff16,0
sample6011,1
sample_diff2231,0
sample_diff3245,0
sample_diff9491,0
sample7542,1
sample8101,1
sample_diff1598,0
sample_diff9299,0
sample2426,1
sample1833,1
sample1792,1
sample_diff8295,0
sample_diff5789,0
sample_diff3980,0
sample6195,1
sample_diff8075,0
sample1677,1
sample1916,1
sample8359,1
sample_diff6718,0
sample_diff965,0
sample_diff11101,0
sample592,1
sample_diff8598,0
sample9447,1
sample_diff7082,0
sample4255,1
sample6324,1
sample_diff11110,0
sample_diff10906,0
sample_diff10867,0
sample_diff2612,0
sample_diff10255,0
sample_diff617,0
sample_diff4359,0
sample_diff10394,0
sample4909,1
sample1455,1
sample_diff2316,0
sample4747,1
sample_diff5282,0
sample_diff7445,0
sample5076,1
sample3209,1
sample785,1
sample1387,1
sample_diff5547,0
sample_diff4497,0
sample_diff7135,0
sample3966,1
sample1325,1
sample3012,1
sample_diff8424,0
sample6554,1
sample_diff5952,0
sample_diff3568,0
sample9689,1
sample_diff5892,0
sample_diff5772,0
sample2163,1
sample_diff1431,0
sample_diff8388,0
sample_diff2571,0
sample_diff9338,0
sample_diff1066,0
sample_diff6142,0
sample_diff9506,0
sample1204,1
sample4695,1
sample4957,1
sample_diff8819,0
sample6406,1
sample_diff4572,0
sample_diff10131,0
sample6671,1
sample_diff7634,0
sample_diff3681,0
sample_diff11169,0
sample8546,1
sample_diff9984,0
sample2624,1
sample1629,1
sample_diff2220,0
sample_diff693,0
sample_diff7268,0
sample_diff11278,0
sample_diff6047,0
sample_diff6961,0
sample_diff8565,0
sample_diff4729,0
sample4756,1
sample_diff8839,0
sample5949,1
sample_diff2276,0
sample151,1
sample7620,1
sample5872,1
sample_diff5542,0
sample668,1
sample686,1
sample_diff5120,0
sample8485,1
sample4152,1
sample3841,1
sample1142,1
sample_diff5192,0
sample457,1
sample_diff10875,0
sample2027,1
sample8791,1
sample_diff7748,0
sample_diff4960,0
sample_diff4773,0
sample_diff7805,0
sample168,1
sample9066,1
sample7461,1
sample5365,1
sample_diff11243,0
sample8730,1
sample5352,1
sample3217,1
sample_diff10714,0
sample_diff8627,0
sample_diff5762,0
sample3059,1
sample_diff8303,0
sample6108,1
sample3165,1
sample1990,1
sample_diff718,0
sample3507,1
sample_diff7324,0
sample_diff2554,0
sample_diff10939,0
sample5647,1
sample_diff8227,0
sample3474,1
sample_diff9848,0
sample8357,1
sample_diff10825,0
sample4140,1
sample6712,1
sample_diff5646,0
sample1270,1
sample_diff11163,0
sample4397,1
sample3806,1
sample4224,1
sample_diff9278,0
sample_diff3763,0
sample7045,1
sample573,1
sample3506,1
sample_diff3688,0
sample_diff2516,0
sample_diff3956,0
sample2654,1
sample_diff8855,0
sample5456,1
sample_diff8064,0
sample_diff6476,0
sample3704,1
sample_diff2084,0
sample_diff1476,0
sample_diff4927,0
sample9128,1
sample9352,1
sample_diff9064,0
sample_diff7159,0
sample_diff9189,0
sample9234,1
sample_diff5786,0
sample7066,1
sample4390,1
sample_diff8968,0
sample5010,1
sample_diff10069,0
sample1114,1
sample_diff10368,0
sample2626,1
sample_diff3724,0
sample1759,1
sample3547,1
sample_diff9394,0
sample_diff4657,0
sample_diff3024,0
sample_diff1519,0
sample3476,1
sample2155,1
sample_diff8211,0
sample7234,1
sample_diff4904,0
sample5971,1
sample957,1
sample9285,1
sample3532,1
sample1717,1
sample6267,1
sample2506,1
sample_diff639,0
sample959,1
sample_diff904,0
sample_diff9502,0
sample263,1
sample_diff7382,0
sample_diff2268,0
sample8655,1
sample_diff8585,0
sample_diff9553,0
sample_diff3249,0
sample7602,1
sample2717,1
sample_diff4452,0
sample_diff2466,0
sample_diff8529,0
sample_diff2633,0
sample_diff7881,0
sample_diff5323,0
sample8887,1
sample_diff8577,0
sample8779,1
sample6285,1
sample_diff2128,0
sample_diff4511,0
sample3339,1
sample_diff8017,0
sample_diff1226,0
sample3164,1
sample_diff3569,0
sample_diff893,0
sample8799,1
sample8869,1
sample9113,1
sample_diff6784,0
sample5652,1
sample2952,1
sample_diff7097,0
sample_diff4026,0
sample_diff3689,0
sample2708,1
sample_diff543,0
sample7073,1
sample_diff10088,0
sample_diff2050,0
sample7032,1
sample8484,1
sample_diff2283,0
sample_diff69,0
sample518,1
sample4643,1
sample_diff6598,0
sample7327,1
sample7512,1
sample7481,1
sample_diff7113,0
sample_diff4074,0
sample8944,1
sample1857,1
sample6170,1
sample560,1
sample6758,1
sample5117,1
sample_diff2312,0
sample7154,1
sample_diff5751,0
sample_diff2093,0
sample7267,1
sample_diff6048,0
sample_diff1960,0
sample9529,1
sample_diff7063,0
sample_diff8062,0
sample_diff11001,0
sample4844,1
sample_diff10044,0
sample7650,1
sample2,1
sample_diff1319,0
sample2070,1
sample_diff3510,0
sample_diff11044,0
sample_diff10304,0
sample2924,1
sample4901,1
sample5708,1
sample_diff5495,0
sample1421,1
sample5210,1
sample_diff8228,0
sample_diff7690,0
sample_diff727,0
sample6091,1
sample1226,1
sample_diff467,0
sample_diff3405,0
sample_diff6136,0
sample_diff8385,0
sample_diff5607,0
sample_diff1593,0
sample_diff9041,0
sample4635,1
sample6651,1
sample_diff9855,0
sample8706,1
sample_diff10602,0
sample_diff8203,0
sample157,1
sample1962,1
sample_diff3452,0
sample_diff885,0
sample_diff9169,0
sample_diff1658,0
sample_diff7337,0
sample_diff8162,0
sample_diff1134,0
sample8647,1
sample6449,1
sample_diff5314,0
sample7159,1
sample_diff10620,0
sample_diff2714,0
sample4016,1
sample_diff4612,0
sample2430,1
sample1920,1
sample2384,1
sample_diff9065,0
sample_diff10741,0
sample_diff6212,0
sample_diff10656,0
sample_diff3477,0
sample441,1
sample_diff7757,0
sample_diff2078,0
sample5053,1
sample7795,1
sample_diff7492,0
sample_diff3161,0
sample9316,1
sample_diff11063,0
sample_diff7676,0
sample_diff7016,0
sample_diff112,0
sample_diff2408,0
sample_diff3716,0
sample7446,1
sample_diff2642,0
sample_diff7449,0
sample_diff3462,0
sample9609,1
sample5557,1
sample4943,1
sample5077,1
sample2815,1
sample2994,1
sample_diff2746,0
sample4884,1
sample_diff761,0
sample_diff508,0
sample_diff3753,0
sample2052,1
sample7677,1
sample_diff11219,0
sample4208,1
sample148,1
sample277,1
sample_diff2156,0
sample9007,1
sample_diff3768,0
sample6865,1
sample_diff1886,0
sample2817,1
sample_diff9801,0
sample7528,1
sample_diff1335,0
sample_diff2828,0
sample8611,1
sample_diff9384,0
sample8688,1
sample5315,1
sample_diff673,0
sample_diff11386,0
sample4908,1
sample_diff9155,0
sample8064,1
sample_diff5306,0
sample_diff2759,0
sample_diff10847,0
sample_diff8672,0
sample_diff3587,0
sample9045,1
sample347,1
sample_diff9940,0
sample_diff5601,0
sample_diff7460,0
sample3602,1
sample2144,1
sample5816,1
sample_diff3989,0
sample8814,1
sample_diff10337,0
sample_diff6837,0
sample5956,1
sample1634,1
sample5294,1
sample1890,1
sample_diff10225,0
sample_diff9747,0
sample3197,1
sample584,1
sample_diff7022,0
sample_diff6411,0
sample_diff2817,0
sample_diff7934,0
sample_diff3962,0
sample1013,1
sample9225,1
sample_diff1830,0
sample_diff2334,0
sample_diff5992,0
sample_diff10267,0
sample_diff6079,0
sample1635,1
sample5472,1
sample2894,1
sample5312,1
sample_diff5048,0
sample_diff71,0
sample5304,1
sample_diff8139,0
sample2123,1
sample3055,1
sample_diff7804,0
sample6472,1
sample_diff4097,0
sample8540,1
sample_diff3001,0
sample742,1
sample6578,1
sample1883,1
sample_diff6401,0
sample_diff3191,0
sample_diff7347,0
sample5283,1
sample_diff632,0
sample987,1
sample_diff5784,0
sample9199,1
sample4387,1
sample5030,1
sample_diff4752,0
sample4031,1
sample8023,1
sample6926,1
sample_diff3713,0
sample_diff9898,0
sample_diff1038,0
sample4449,1
sample9620,1
sample7830,1
sample_diff3314,0
sample_diff1386,0
sample8854,1
sample_diff10876,0
sample8222,1
sample2262,1
sample4281,1
sample_diff11202,0
sample_diff828,0
sample2248,1
sample_diff6729,0
sample_diff8191,0
sample1514,1
sample990,1
sample_diff11058,0
sample_diff646,0
sample_diff9367,0
sample_diff5732,0
sample1101,1
sample_diff10329,0
sample5948,1
sample105,1
sample3110,1
sample2810,1
sample_diff7071,0
sample_diff1256,0
sample_diff3730,0
sample_diff4132,0
sample_diff4672,0
sample7026,1
sample2779,1
sample_diff10392,0
sample_diff10793,0
sample_diff9515,0
sample_diff51,0
sample_diff6964,0
sample_diff10667,0
sample_diff6931,0
sample_diff11305,0
sample_diff420,0
sample8848,1
sample1263,1
sample_diff5672,0
sample4704,1
sample_diff5277,0
sample6756,1
sample2688,1
sample_diff5470,0
sample_diff2668,0
sample_diff8796,0
sample_diff6420,0
sample_diff7338,0
sample9614,1
sample_diff3238,0
sample_diff10745,0
sample8468,1
sample9523,1
sample_diff2983,0
sample4125,1
sample831,1
sample_diff6605,0
sample_diff3115,0
sample1597,1
sample_diff6673,0
sample8630,1
sample5762,1
sample2745,1
sample_diff7267,0
sample_diff10457,0
sample_diff5103,0
sample5093,1
sample_diff3188,0
sample_diff7731,0
sample_diff11177,0
sample_diff5191,0
sample3291,1
sample_diff3755,0
sample8692,1
sample806,1
sample9089,1
sample2017,1
sample_diff1698,0
sample_diff1187,0
sample1795,1
sample2549,1
sample_diff7469,0
sample47,1
sample72,1
sample8969,1
sample_diff5875,0
sample7926,1
sample_diff1501,0
sample_diff1806,0
sample_diff9867,0
sample_diff9589,0
sample_diff9572,0
sample_diff2300,0
sample_diff6887,0
sample_diff11061,0
sample2928,1
sample1824,1
sample_diff8282,0
sample4859,1
sample9258,1
sample_diff6006,0
sample8141,1
sample1305,1
sample_diff1780,0
sample_diff4448,0
sample_diff3074,0
sample_diff4391,0
sample_diff6748,0
sample5458,1
sample_diff3086,0
sample4892,1
sample_diff6649,0
sample4541,1
sample715,1
sample4330,1
sample_diff8818,0
sample6553,1
sample_diff11267,0
sample_diff6434,0
sample9687,1
sample6377,1
sample_diff2140,0
sample_diff1204,0
sample_diff917,0
sample_diff1641,0
sample2726,1
sample_diff6382,0
sample_diff1801,0
sample_diff3752,0
sample2783,1
sample_diff9931,0
sample6773,1
sample_diff2908,0
sample_diff10910,0
sample4400,1
sample4891,1
sample8860,1
sample7182,1
sample_diff7790,0
sample_diff4527,0
sample_diff140,0
sample7293,1
sample_diff7745,0
sample_diff4457,0
sample1003,1
sample6134,1
sample2897,1
sample841,1
sample_diff7982,0
sample_diff6352,0
sample3647,1
sample_diff4175,0
sample7374,1
sample4037,1
sample_diff9133,0
sample_diff2383,0
sample6014,1
sample_diff816,0
sample5568,1
sample_diff5517,0
sample8370,1
sample7094,1
sample734,1
sample5101,1
sample_diff3747,0
sample6193,1
sample_diff7768,0
sample2991,1
sample6009,1
sample6270,1
sample4328,1
sample_diff839,0
sample_diff5844,0
sample_diff3522,0
sample2051,1
sample7550,1
sample7524,1
sample3336,1
sample_diff5572,0
sample_diff7602,0
sample_diff5472,0
sample_diff10201,0
sample7946,1
sample2723,1
sample_diff5636,0
sample_diff10680,0
sample2768,1
sample_diff1303,0
sample_diff243,0
sample_diff9592,0
sample1573,1
sample_diff2106,0
sample8080,1
sample_diff4314,0
sample8266,1
sample_diff8543,0
sample_diff9274,0
sample2314,1
sample_diff3567,0
sample5080,1
sample_diff10153,0
sample6456,1
sample_diff9225,0
sample3987,1
sample_diff6453,0
sample8229,1
sample9342,1
sample_diff2360,0
sample758,1
sample_diff888,0
sample_diff10064,0
sample8980,1
sample_diff690,0
sample_diff4793,0
sample299,1
sample_diff9172,0
sample170,1
sample_diff6280,0
sample3257,1
sample_diff4730,0
sample_diff186,0
sample3528,1
sample_diff3420,0
sample_diff7188,0
sample6355,1
sample2418,1
sample_diff2415,0
sample_diff10550,0
sample_diff1859,0
sample_diff10673,0
sample4765,1
sample8872,1
sample_diff2966,0
sample1342,1
sample_diff5462,0
sample_diff1484,0
sample_diff5014,0
sample8384,1
sample_diff8935,0
sample_diff4820,0
sample8664,1
sample_diff7837,0
sample2535,1
sample5873,1
sample6826,1
sample8261,1
sample_diff11014,0
sample_diff9906,0
sample_diff10339,0
sample4791,1
sample_diff2313,0
sample_diff10204,0
sample_diff2081,0
sample8874,1
sample_diff10621,0
sample_diff4273,0
sample8591,1
sample8021,1
sample8334,1
sample_diff8168,0
sample5427,1
sample4960,1
sample3534,1
sample_diff2329,0
sample467,1
sample3459,1
sample_diff2141,0
sample8339,1
sample5503,1
sample6898,1
sample5907,1
sample8062,1
sample8369,1
sample1182,1
sample9553,1
sample_diff2248,0
sample589,1
sample8324,1
sample_diff3624,0
sample5359,1
sample6203,1
sample_diff8045,0
sample_diff9820,0
sample_diff9233,0
sample_diff10147,0
sample_diff2755,0
sample258,1
sample4758,1
sample726,1
sample_diff8815,0
sample8865,1
sample_diff9698,0
sample_diff1677,0
sample_diff5934,0
sample_diff5694,0
sample_diff9859,0
sample_diff546,0
sample_diff3198,0
sample7960,1
sample_diff2919,0
sample_diff3846,0
sample_diff6943,0
sample1814,1
sample_diff10260,0
sample_diff902,0
sample8502,1
sample5055,1
sample_diff8636,0
sample_diff6309,0
sample_diff11349,0
sample_diff5595,0
sample2040,1
sample_diff9509,0
sample_diff7973,0
sample_diff521,0
sample_diff9521,0
sample1424,1
sample_diff2500,0
sample_diff7573,0
sample_diff8096,0
sample_diff7056,0
sample4954,1
sample513,1
sample_diff2518,0
sample3785,1
sample_diff7058,0
sample_diff7699,0
sample3762,1
sample_diff2600,0
sample_diff2388,0
sample1139,1
sample430,1
sample2043,1
sample8245,1
sample9397,1
sample8953,1
sample1481,1
sample3915,1
sample5319,1
sample6286,1
sample_diff9291,0
sample2773,1
sample_diff5334,0
sample2710,1
sample_diff6734,0
sample3398,1
sample762,1
sample2253,1
sample_diff10951,0
sample_diff10101,0
sample1187,1
sample_diff8829,0
sample2489,1
sample74,1
sample407,1
sample2442,1
sample8394,1
sample_diff7115,0
sample7668,1
sample_diff10148,0
sample_diff6469,0
sample_diff9486,0
sample_diff2609,0
sample9033,1
sample531,1
sample_diff2943,0
sample7876,1
sample5181,1
sample_diff8451,0
sample9535,1
sample1818,1
sample_diff2520,0
sample7462,1
sample7359,1
sample1926,1
sample7942,1
sample_diff8048,0
sample1780,1
sample_diff10130,0
sample_diff8774,0
sample_diff4702,0
sample_diff11064,0
sample_diff9633,0
sample_diff10016,0
sample9568,1
sample867,1
sample_diff2968,0
sample4953,1
sample3840,1
sample_diff4198,0
sample_diff5268,0
sample5487,1
sample_diff9825,0
sample_diff8087,0
sample8886,1
sample7972,1
sample_diff4999,0
sample4404,1
sample_diff1713,0
sample_diff182,0
sample_diff3483,0
sample_diff7775,0
sample1956,1
sample8386,1
sample9699,1
sample5878,1
sample_diff3397,0
sample_diff4893,0
sample2643,1
sample_diff2676,0
sample180,1
sample9232,1
sample1117,1
sample_diff364,0
sample_diff2867,0
sample6201,1
sample2469,1
sample6682,1
sample4366,1
sample_diff1879,0
sample_diff10146,0
sample_diff7433,0
sample3300,1
sample1212,1
sample_diff6400,0
sample_diff1218,0
sample449,1
sample_diff9174,0
sample29,1
sample2698,1
sample_diff8617,0
sample_diff9314,0
sample1336,1
sample8929,1
sample6603,1
sample8942,1
sample_diff1832,0
sample_diff205,0
sample7405,1
sample_diff2257,0
sample_diff4490,0
sample_diff5543,0
sample9295,1
sample_diff11112,0
sample620,1
sample_diff6393,0
sample_diff10944,0
sample_diff4509,0
sample_diff10476,0
sample_diff5591,0
sample253,1
sample4833,1
sample3648,1
sample8113,1
sample432,1
sample8997,1
sample_diff2425,0
sample_diff962,0
sample_diff8364,0
sample3663,1
sample5344,1
sample_diff8958,0
sample_diff1396,0
sample408,1
sample598,1
sample3508,1
sample_diff4294,0
sample1381,1
sample2252,1
sample_diff3443,0
sample3826,1
sample_diff8483,0
sample8378,1
sample_diff1996,0
sample_diff3841,0
sample_diff6074,0
sample7543,1
sample_diff8674,0
sample976,1
sample345,1
sample_diff10826,0
sample_diff9913,0
sample_diff6474,0
sample_diff5785,0
sample_diff9017,0
sample_diff1692,0
sample6079,1
sample_diff3313,0
sample3435,1
sample5915,1
sample6181,1
sample_diff6577,0
sample3309,1
sample7976,1
sample4967,1
sample_diff9968,0
sample_diff6852,0
sample_diff4804,0
sample2392,1
sample_diff8015,0
sample_diff2726,0
sample8325,1
sample2957,1
sample_diff3222,0
sample_diff1065,0
sample_diff8706,0
sample1488,1
sample_diff9467,0
sample_diff1445,0
sample7860,1
sample_diff9026,0
sample_diff10372,0
sample_diff1490,0
sample1940,1
sample_diff2144,0
sample8236,1
sample1789,1
sample7897,1
sample_diff7591,0
sample7289,1
sample_diff9343,0
sample9441,1
sample_diff3558,0
sample9410,1
sample_diff5335,0
sample_diff1457,0
sample6994,1
sample3643,1
sample_diff1975,0
sample_diff627,0
sample4870,1
